# Time	[cam_RR_0_0]	[cam_RR_0_rbp]	[cam_RR_0_tbp]	[cam_RR_A_0]	[cam_RR_A_rbp]	[cam_RR_A_tbp]	[cam_RR_B_0]	[cam_RR_B_rbp]	[cam_RR_B_tbp]	[cam_RR_C_0]	[cam_RR_C_rbp]	[cam_RR_C_tbp]	[cam_RR_D_0]	[cam_RR_D_rbp]	[cam_RR_D_tbp]	[cam_RR_AB_0]	[cam_RR_AB_rbp]	[cam_RR_AB_tbp]	[cam_RR_AC_0]	[cam_RR_AC_rbp]	[cam_RR_AC_tbp]	[cam_RR_AD_0]	[cam_RR_AD_rbp]	[cam_RR_AD_tbp]	[cam_RR_BC_0]	[cam_RR_BC_rbp]	[cam_RR_BC_tbp]	[cam_RR_BD_0]	[cam_RR_BD_rbp]	[cam_RR_BD_tbp]	[cam_RR_CD_0]	[cam_RR_CD_rbp]	[cam_RR_CD_tbp]	[cam_RR_ABC_0]	[cam_RR_ABC_rbp]	[cam_RR_ABC_tbp]	[cam_RR_ABD_0]	[cam_RR_ABD_rbp]	[cam_RR_ABD_tbp]	[cam_RR_ACD_0]	[cam_RR_ACD_rbp]	[cam_RR_ACD_tbp]	[cam_RR_BCD_0]	[cam_RR_BCD_rbp]	[cam_RR_BCD_tbp]	[cam_RR_ABCD_0]	[cam_RR_ABCD_rbp]	[cam_RR_ABCD_tbp]	[cam_RT_0_0]	[cam_RT_0_rbp]	[cam_RT_0_tbp]	[cam_RT_A_0]	[cam_RT_A_rbp]	[cam_RT_A_tbp]	[cam_RT_B_0]	[cam_RT_B_rbp]	[cam_RT_B_tbp]	[cam_RT_C_0]	[cam_RT_C_rbp]	[cam_RT_C_tbp]	[cam_RT_D_0]	[cam_RT_D_rbp]	[cam_RT_D_tbp]	[cam_RT_AB_0]	[cam_RT_AB_rbp]	[cam_RT_AB_tbp]	[cam_RT_AC_0]	[cam_RT_AC_rbp]	[cam_RT_AC_tbp]	[cam_RT_AD_0]	[cam_RT_AD_rbp]	[cam_RT_AD_tbp]	[cam_RT_BC_0]	[cam_RT_BC_rbp]	[cam_RT_BC_tbp]	[cam_RT_BD_0]	[cam_RT_BD_rbp]	[cam_RT_BD_tbp]	[cam_RT_CD_0]	[cam_RT_CD_rbp]	[cam_RT_CD_tbp]	[cam_RT_ABC_0]	[cam_RT_ABC_rbp]	[cam_RT_ABC_tbp]	[cam_RT_ABD_0]	[cam_RT_ABD_rbp]	[cam_RT_ABD_tbp]	[cam_RT_ACD_0]	[cam_RT_ACD_rbp]	[cam_RT_ACD_tbp]	[cam_RT_BCD_0]	[cam_RT_BCD_rbp]	[cam_RT_BCD_tbp]	[cam_RT_ABCD_0]	[cam_RT_ABCD_rbp]	[cam_RT_ABCD_tbp]	[cam_TR_0_0]	[cam_TR_0_rbp]	[cam_TR_0_tbp]	[cam_TR_A_0]	[cam_TR_A_rbp]	[cam_TR_A_tbp]	[cam_TR_B_0]	[cam_TR_B_rbp]	[cam_TR_B_tbp]	[cam_TR_C_0]	[cam_TR_C_rbp]	[cam_TR_C_tbp]	[cam_TR_D_0]	[cam_TR_D_rbp]	[cam_TR_D_tbp]	[cam_TR_AB_0]	[cam_TR_AB_rbp]	[cam_TR_AB_tbp]	[cam_TR_AC_0]	[cam_TR_AC_rbp]	[cam_TR_AC_tbp]	[cam_TR_AD_0]	[cam_TR_AD_rbp]	[cam_TR_AD_tbp]	[cam_TR_BC_0]	[cam_TR_BC_rbp]	[cam_TR_BC_tbp]	[cam_TR_BD_0]	[cam_TR_BD_rbp]	[cam_TR_BD_tbp]	[cam_TR_CD_0]	[cam_TR_CD_rbp]	[cam_TR_CD_tbp]	[cam_TR_ABC_0]	[cam_TR_ABC_rbp]	[cam_TR_ABC_tbp]	[cam_TR_ABD_0]	[cam_TR_ABD_rbp]	[cam_TR_ABD_tbp]	[cam_TR_ACD_0]	[cam_TR_ACD_rbp]	[cam_TR_ACD_tbp]	[cam_TR_BCD_0]	[cam_TR_BCD_rbp]	[cam_TR_BCD_tbp]	[cam_TR_ABCD_0]	[cam_TR_ABCD_rbp]	[cam_TR_ABCD_tbp]	[cam_TT_0_0]	[cam_TT_0_rbp]	[cam_TT_0_tbp]	[cam_TT_A_0]	[cam_TT_A_rbp]	[cam_TT_A_tbp]	[cam_TT_B_0]	[cam_TT_B_rbp]	[cam_TT_B_tbp]	[cam_TT_C_0]	[cam_TT_C_rbp]	[cam_TT_C_tbp]	[cam_TT_D_0]	[cam_TT_D_rbp]	[cam_TT_D_tbp]	[cam_TT_AB_0]	[cam_TT_AB_rbp]	[cam_TT_AB_tbp]	[cam_TT_AC_0]	[cam_TT_AC_rbp]	[cam_TT_AC_tbp]	[cam_TT_AD_0]	[cam_TT_AD_rbp]	[cam_TT_AD_tbp]	[cam_TT_BC_0]	[cam_TT_BC_rbp]	[cam_TT_BC_tbp]	[cam_TT_BD_0]	[cam_TT_BD_rbp]	[cam_TT_BD_tbp]	[cam_TT_CD_0]	[cam_TT_CD_rbp]	[cam_TT_CD_tbp]	[cam_TT_ABC_0]	[cam_TT_ABC_rbp]	[cam_TT_ABC_tbp]	[cam_TT_ABD_0]	[cam_TT_ABD_rbp]	[cam_TT_ABD_tbp]	[cam_TT_ACD_0]	[cam_TT_ACD_rbp]	[cam_TT_ACD_tbp]	[cam_TT_BCD_0]	[cam_TT_BCD_rbp]	[cam_TT_BCD_tbp]	[cam_TT_ABCD_0]	[cam_TT_ABCD_rbp]	[cam_TT_ABCD_tbp]	[rbp]	[tbp]	Values[kon_DR]	Values[kon_BR]	Values[koff_tbp_RR]	Values[k_T2R_N2]	Values[k_T2R_N1]	Values[koff_AT]	Values[koff_tbp_TR]	Values[kon_BT]	Values[koff_tbp_TT]	Values[koff_DR]	Values[k_R2T_C1]	Values[k_R2T_C2]	Values[koff_rbp_RT]	Values[koff_DT]	Values[kon_DT]	Values[koff_rbp_RR]	Values[k_T2R_C]	Values[koff_tbp_RT]	Values[koff_CT]	Values[koff_BT]	Values[k_T2R_C1]	Values[k_T2R_C2]	Values[koff_AR]	Values[koff_CR]	Values[koff_BR]	Values[KAR]	Values[koff_rbp_TR]	Values[k_R2T_N1]	Values[KCR]	Values[KBR]	Values[k_T2R_N]	Values[k_R2T_N2]	Values[KDR]	Values[koff_rbp_TT]	Values[cam_tbp_tot]	Values[ybarN_0]	Values[ybar_rbp]	Values[cam_tot]	Values[ybar_tot]	Values[cam_tbp_bound_fraction]	Values[ybar_tbp]	Values[cam_0_tot]	Values[ybarN_tot]	Values[cam_0_bound_fraction]	Values[ybar_0]	Values[cam_rbp_bound_fraction]	Values[ybarC_0]	Values[ybarN_rbp]	Values[ybarC_rbp]	Values[ybarN_tbp]	Values[ybarC_tbp]	Values[ybarC_tot]	Values[cam_rbp_tot]	
0.5	4.72742e-15	3.06864e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.25686e-11	1.64997e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40942e-09	4.25528e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34178e-05	5.32444e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013642	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.34202e-05	0	0.709704	0	0.290296	0	0	0	-nan(ind)	-nan(ind)	0	9.57977e-06	
0.52	4.7378e-15	3.19744e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.24229e-11	1.64609e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42521e-09	4.31478e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33708e-05	5.31192e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136373	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.33733e-05	0	0.70828	0	0.29172	0	0	0	-nan(ind)	-nan(ind)	0	9.62675e-06	
0.54	4.74748e-15	3.32644e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22872e-11	1.64248e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43993e-09	4.37018e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3327e-05	5.30027e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013633	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.33295e-05	0	0.706955	0	0.293045	0	0	0	-nan(ind)	-nan(ind)	0	9.6705e-06	
0.56	4.75651e-15	3.45565e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.21609e-11	1.63912e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45363e-09	4.42176e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32862e-05	5.28943e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136289	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.32888e-05	0	0.70572	0	0.29428	0	0	0	-nan(ind)	-nan(ind)	0	9.71124e-06	
0.58	4.76494e-15	3.58505e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20433e-11	1.636e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46639e-09	4.46978e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32483e-05	5.27934e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136251	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.32508e-05	0	0.704571	0	0.295429	0	0	0	-nan(ind)	-nan(ind)	0	9.74917e-06	
0.6	4.77281e-15	3.71462e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.19338e-11	1.63308e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47827e-09	4.51449e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3213e-05	5.26995e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136216	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.32155e-05	0	0.7035	0	0.2965	0	0	0	-nan(ind)	-nan(ind)	0	9.78449e-06	
0.62	4.78015e-15	3.84436e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18318e-11	1.63038e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48934e-09	4.55611e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31801e-05	5.26121e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136183	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.31826e-05	0	0.702504	0	0.297496	0	0	0	-nan(ind)	-nan(ind)	0	9.81738e-06	
0.64	4.78701e-15	3.97424e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17369e-11	1.62785e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49964e-09	4.59486e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31494e-05	5.25308e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136152	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.3152e-05	0	0.701576	0	0.298424	0	0	0	-nan(ind)	-nan(ind)	0	9.84799e-06	
0.66	4.7934e-15	4.10426e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16485e-11	1.62551e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50924e-09	4.63094e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31209e-05	5.24551e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136123	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.31235e-05	0	0.700712	0	0.299288	0	0	0	-nan(ind)	-nan(ind)	0	9.8765e-06	
0.68	4.79937e-15	4.23441e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15662e-11	1.62332e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51818e-09	4.66452e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30944e-05	5.23846e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136097	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.3097e-05	0	0.699908	0	0.300092	0	0	0	-nan(ind)	-nan(ind)	0	9.90304e-06	
0.7	4.80495e-15	4.36468e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14895e-11	1.62129e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5265e-09	4.69579e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30696e-05	5.2319e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136072	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.30722e-05	0	0.699159	0	0.300841	0	0	0	-nan(ind)	-nan(ind)	0	9.92775e-06	
0.72	4.81015e-15	4.49507e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14182e-11	1.6194e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53424e-09	4.7249e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30466e-05	5.2258e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136049	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.30492e-05	0	0.698462	0	0.301538	0	0	0	-nan(ind)	-nan(ind)	0	9.95076e-06	
0.74	4.81501e-15	4.62555e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13518e-11	1.61764e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54146e-09	4.75199e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30252e-05	5.22012e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136028	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.30278e-05	0	0.697813	0	0.302187	0	0	0	-nan(ind)	-nan(ind)	0	9.97218e-06	
0.76	4.81955e-15	4.75613e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.129e-11	1.616e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54817e-09	4.77722e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30053e-05	5.21483e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136008	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.30079e-05	0	0.697209	0	0.302791	0	0	0	-nan(ind)	-nan(ind)	0	9.99212e-06	
0.78	4.82379e-15	4.8868e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12324e-11	1.61448e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55443e-09	4.8007e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29867e-05	5.20991e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135989	0	1e+07	1e+09	0.1	670414	144.139	91920	1e+08	1e+09	1e+08	0.197871	10000	10000	60000	624.2	1e+07	0.005	1.16055	1e+08	624.2	91920	3661.04	1.1549e+07	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.97871e-08	1.97628e-08	0.0309899	10000	1.97871e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.29893e-05	0	0.696646	0	0.303354	0	0	0	-nan(ind)	-nan(ind)	0	1.00107e-05	
