# Time	[cis-Aconitate]	[car_mat]	[Xylulose5P]	[Unbranched alpha(1,4)polymer]	[UREA]	[UDP-galactose1phosphate uridylyl transferase]	[UDP-Glucose]	[UDP glucose4epimerase]	[UDP Glucose Phosphorylase]	[UDP]	[Triokinase]	[Triglyceride]	[Trehalose]	[Trehalase]	[Transketolase]	[Transaldolase]	[Thiolase]	[TPP]	[Sucrose]	[Sucrase]	[Succinate dehydrogenase]	[Succinate]	[Sedoheptulase7P]	[S CoA synthase]	[S CoA]	[Ribose5P]	[QH2]	[Q]	[Pyruvate]	[Pi{default}]	[Pi{mitochondria}]	[Phosphopentose isomerase]	[Phosphohexo isomerase]	[Phosphogluco mutase]	[PYRUVATE KINASE]	[PYRUVATE DEHYDROGENASE]	[PYRUVATE CARBOXYLASE]	[PPi{default}]	[PPi{mitochondria}]	[PHOSPHO TRIOSE ISOMERASE]	[PGA MUTASE]	[PGA KINASE]	[PEP CARBOXYKINASE]	[PEP]	[Ornithine]	[OXALOACETATE]	[OAA]	[NAPDH]	[NADPH]	[NADP+]	[NADH{default}]	[NADH{mitochondria}]	[NADH_2]	[NAD+{default}]	[NAD+{mitochondria}]	[Mg2+{default}]	[Mg2+{mitochondria}]	[Malate dehydrogenase]	[Malate]	[Limit Dextrin]	[Lactose]	[Lactonase]	[Lactate]	[LIPOATE]	[Isocitrate dehydrogenase]	[Isocitrate]	[Hexokinase]	[HMGCoA]	[HMG-CoA Synthase]	[HCO3-+ NH4+]	[H2O{default}]	[H2O{mitochondria}]	[H20]	[H+{default}]	[H+{mitochondria}]	[Glygogen Phosphorylase]	[Glycosyl-4,6-Transferase]	[Glycosyl transferase]	[Glycogen phosphorylase]	[Glycogen Synthase]	[Glycogen Primer]	[Glycogen]	[Glycerol3P]	[Glyceraldehyde]	[Glutamine{mitochondria}]	[Glutamine{default}]	[Glutaminase]	[Glutamate{mitochondria}]	[Glutamate{default}]	[Glucose]	[Galactose1P]	[Galactose]	[Galactokinase]	[GTP]	[GDP{default}]	[GDP{mitochondria}]	[GA3P]	[G6PDehydrogenase]	[G6P]	[G3P DEHYDROGENASE]	[G1P]	[G-6-P Phosphatase]	[Fumarate]	[Fumarase]	[Fructose]	[Fructokinase]	[FeS{mitochondria}]	[FeS{mit_inner_membrane}]	[FMN]	[FADH2]	[FAD]	[FA]	[F6P]	[F1P]	[F1,6P]	[F1,6BISPHOSPHATASE]	[Erythrose4P]	[Epimerase]	[Enoyl-CoA hydratase]	[ENOLASE]	[DHAP]	[D-Ribulose5P]	[D-Beta-Hydroxybutyrate]	[D Betahydroxybutyrate dehydrogenase]	[Cyb]	[Cya-a3]	[CyC2]	[CyC]	[CoA-SH{default}]	[CoA-SH{mitochondria}]	[Co-Ash]	[Citrullyl AMP intermediate]	[Citrulline]	[Citrate Synthase]	[Citrate]	[Carnitine_cyt]	[Carbamoyl phosphate synthetase I]	[Carbamoyl phosphate]	[CO2{default}]	[CO2{mitochondria}]	[CAC]	[C8Acyl-CoA]	[C8 L-3-hydroxyacyl-CoA]	[C8 Ketoacyl-CoA]	[C8 2-trans-enoyl-CoA]	[C6Acyl-CoA]	[C6 L-3-hydroxyacyl-CoA]	[C6 Ketoacyl-CoA]	[C6 2-trans-enoyl-CoA]	[C4Acyl-CoA]	[C4 L-3-hydroxyacyl-CoA]	[C4 Ketoacyl-CoA]	[C4 2-trans-enoyl-CoA]	[C22car_ims{IMS}]	[C22car_ims{mitochondria}]	[C22Acyl-CoA]	[C22 L-3-hydroxyacyl-CoA]	[C22 Ketoacyl-CoA]	[C22 AcylCoA_cyt]	[C22 2-trans-enoyl-CoA]	[C20car_ims{IMS}]	[C20car_ims{mitochondria}]	[C20Acyl-CoA]	[C20 L-3-hydroxyacyl-CoA]	[C20 Ketoacyl-CoA]	[C20 AcylCoA_cyt]	[C20 2-trans-enoyl-CoA]	[C18car_ims{IMS}]	[C18car_ims{mitochondria}]	[C18Acyl-CoA]	[C18 L-3-hydroxyacyl-CoA]	[C18 Ketoacyl-CoA]	[C18 AcylCoA_cyt]	[C18 2-trans-enoyl-CoA]	[C16car_ims{IMS}]	[C16car_ims{mitochondria}]	[C16Acyl-CoA]	[C16 L-3-hydroxyacyl-CoA]	[C16 Ketoacyl-CoA]	[C16 AcylCoA_cyt]	[C16 2-trans-enoyl-CoA]	[C14car_ims{IMS}]	[C14car_ims{mitochondria}]	[C14Acyl-CoA]	[C14 L-3-hydroxyacyl-CoA]	[C14 Ketoacyl-CoA]	[C14 AcylCoA_cyt]	[C14 2-trans-enoyl-CoA]	[C12Acyl-CoA]	[C12 L-3-hydroxyacyl-CoA]	[C12 Ketoacyl-CoA]	[C12 2-trans-enoyl-CoA]	[C10Acyl-CoA]	[C10 L-3-hydroxyacyl-CoA]	[C10 Ketoacyl-CoA]	[C10 2-trans-enoyl-CoA]	[Beta-hydroxyacyl-CoA dehydrogenase]	[Beta-KetoacylCoA dehydrogenase]	[Aspartate aminotransferase]	[Aspartate]	[Arginosuccinate]	[Arginine]	[Amino acids]	[Alpha1,6-Glycosidase]	[Alpha-KG dehydrgenase complex]	[Alpha-KG]	[Alpha keto acid]	[Alpha KG]	[Aldolase]	[Alanine]	[Acyl-CoA dehydrogenase]	[Aconitase]	[AcetylCoA]	[Acetone]	[AcetoacetylCoA]	[Acetoacetate Decarboxylase]	[Acetoacetate]	[ATP{default}]	[ATP{mitochondria}]	[AMP]	[ADP{default}]	[ADP{mitochondria}]	[A CoA]	[6PGluconate dehydrogenase]	[6PGluconate]	[6PGDL]	[3-PGA]	[2e]	[2NADH]	[2NAD+]	[2H+{mitochondria}]	[2H+{IMS}]	[2ATP]	[2ADP]	[2-PGA]	[1/2O2]	[1,3-BiPGA]	[Creatine phosphate]	[Creatine]	[Creatine Kinase]	
0.016	13.0009	43	0.409352	0.00126898	4.3326e+07	0	152.555	0	0	40.9842	0	43.2	0.055375	0	0	0	0	-0.006585	1.79756	0	0	0.0243887	0.900515	0	19.9756	13.1893	6.94124	2.10817e-12	61.9709	374.12	379.108	0	0	0	0	0	0	1.81579	10.9582	0	0	0	0	17.3899	90.5643	61.0148	51.8467	51.016	51.016	-0.0319771	0.0191578	20.6526	23.0043	45.9808	23.9859	850	850	0	3.19987	0.0146232	1.42698	0	714.018	0.067215	0	5.99886	0	0.246032	0	24909.6	5.5e+07	1.12404e+07	5.5e+07	5.04107	0.0170008	0	0	0	0	0	2.44619	43.2982	53.428	1452.56	585.91	576.699	0	16.8803	7.58353	4467.02	30.9854	88.3217	0	56.0011	14.9989	14.9841	0.000817092	0	29.0531	0	5.0322	0	1.56256	0	30.9867	0	0.000917428	0.00293206	0.358874	2.22986e-07	0.0652148	0	0.00193985	0.184197	11.0807	0	1769.99	0	0	0	15.774	1.59433	36.01	0	0.113768	440164	0.113768	0.000917428	20	20.0168	19.9902	28.8488	0.000558028	0	190	43	0	0.00846827	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101609	9.08299	97.5066	0	0	0	0.00121506	8.85191	0.0480949	0	325.156	0	0	-2.30348e-07	30.0151	0.00846634	0	20.9704	1332.51	1342.84	60.1709	217.488	198.007	0.0128589	0	2719.98	0.0235843	0.000111131	4.91246e-06	44.016	47.984	0	0.232314	2779.98	320.016	14.0039	3424.76	52.6044	32.9972	36.7028	0	
0.0176	13.001	43	0.407306	0.0015039	4.49473e+07	0	152.313	0	0	40.9826	0	43.2	0.0553129	0	0	0	0	-0.00755676	1.79732	0	0	0.0268273	0.901597	0	19.9732	13.1882	6.89695	3.37849e-12	61.7715	374.102	379.109	0	0	0	0	0	0	1.81737	11.5601	0	0	0	0	17.3888	90.7189	61.0163	51.247	51.0176	51.0176	-0.0351748	0.0189106	20.5225	23.0991	45.9811	23.9848	850	850	0	3.19985	0.0159627	1.4247	0	714.095	0.0662432	0	5.99874	0	0.245639	0	24910.5	5.5e+07	9.60242e+06	5.5e+07	5.06575	0.0186945	0	0	0	0	0	2.68853	43.2982	55.7502	1450.23	585.893	575.777	0	17.4555	7.00189	4467.04	30.9839	88.3238	0	56.0013	14.9987	14.9825	0.000815107	0	29.0484	0	5.03544	0	1.57598	0	30.9854	0	0.00110656	0.00353432	0.39395	2.69809e-07	0.064243	0	0.00193882	0.18561	11.048	0	1769.99	0	0	0	15.7918	1.59576	36.011	0	0.124648	456809	0.124648	0.00110656	20	20.0186	19.9892	28.2481	0.000584298	0	190	43	0	0.00881363	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00947479	9.66982	97.3657	0	0	0	0.00133656	8.87142	0.0285845	0	325.235	0	0	-2.78726e-07	30.0166	0.00931325	0	20.9675	1332.5	1342.23	60.774	217.498	198.008	0.0140484	0	2719.98	0.02518	0.000111151	6.52026e-06	44.0176	47.9824	0	0.255057	2779.98	320.018	14.0038	3419.29	52.6259	32.9969	36.7031	0	
0.0192	13.0011	43	0.405263	0.00175354	4.63305e+07	0	152.071	0	0	40.981	0	43.2	0.0552509	0	0	0	0	-0.00852728	1.79707	0	0	0.0292657	0.902677	0	19.9707	13.1872	6.85296	5.19806e-12	61.5728	374.083	379.11	0	0	0	0	0	0	1.81895	12.1095	0	0	0	0	17.3878	90.8733	61.0178	50.6996	51.0192	51.0192	-0.0383725	0.0187972	20.3933	23.193	45.9812	23.9838	850	850	0	3.19984	0.0172838	1.42243	0	714.172	0.0652727	0	5.99863	0	0.245246	0	24911.5	5.5e+07	8.20499e+06	5.5e+07	5.09037	0.0203869	0	0	0	0	0	2.93048	43.2982	58.0687	1447.91	585.874	574.856	0	17.9776	6.46464	4467.07	30.9824	88.326	0	56.0014	14.9986	14.9809	0.000813129	0	29.0437	0	5.03868	0	1.5903	0	30.9841	0	0.00131271	0.00419269	0.429009	3.21091e-07	0.0632724	0	0.0019378	0.187023	11.0154	0	1769.99	0	0	0	15.8096	1.59719	36.012	0	0.13544	471031	0.13544	0.00131271	20	20.0204	19.9883	27.6999	0.000607139	0	190	43	0	0.0091103	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882953	10.2034	97.2259	0	0	0	0.00145805	8.88301	0.0169865	0	325.322	0	0	-3.31713e-07	30.0181	0.0101602	0	20.9645	1332.49	1341.68	61.3248	217.507	198.009	0.0152225	0	2719.98	0.0267755	0.000111188	8.44148e-06	44.0192	47.9808	0	0.277715	2779.98	320.019	14.0037	3413.82	52.6473	32.9967	36.7033	0	
0.0208	13.0012	43	0.403224	0.00201697	4.75109e+07	0	151.83	0	0	40.9795	0	43.2	0.0551889	0	0	0	0	-0.00949658	1.79683	0	0	0.0317041	0.903756	0	19.9683	13.1861	6.80924	7.72822e-12	61.3747	374.065	379.111	0	0	0	0	0	0	1.82053	12.6117	0	0	0	0	17.3868	91.0274	61.0193	50.1994	51.0208	51.0208	-0.0415702	0.0187265	20.2649	23.2859	45.9813	23.9828	850	850	0	3.19983	0.0185871	1.42015	0	714.249	0.0643034	0	5.99851	0	0.244854	0	24912.5	5.5e+07	7.01248e+06	5.5e+07	5.11493	0.0220782	0	0	0	0	0	3.17204	43.2981	60.3835	1445.6	585.854	573.937	0	18.4516	5.96996	4467.09	30.981	88.3281	0	56.0015	14.9985	14.9793	0.000811158	0	29.039	0	5.04192	0	1.60543	0	30.9828	0	0.00153571	0.00490714	0.464049	3.7683e-07	0.062303	0	0.00193677	0.188434	10.9829	0	1769.99	0	0	0	15.8274	1.59862	36.013	0	0.146144	483185	0.146144	0.00153571	20	20.0222	19.9873	27.1991	0.000626984	0	190	43	0	0.00936474	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00822542	10.6889	97.0872	0	0	0	0.00157953	8.88991	0.0100929	0	325.414	0	0	-3.8931e-07	30.0196	0.0110072	0	20.9615	1332.48	1341.18	61.8282	217.517	198.011	0.0163814	0	2719.98	0.0283709	0.000111227	1.07027e-05	44.0208	47.9792	0	0.300289	2779.98	320.021	14.0037	3408.36	52.6687	32.9964	36.7036	0	
0.0224	13.0013	43	0.401189	0.0022933	4.85184e+07	0	151.588	0	0	40.9779	0	43.2	0.0551269	0	0	0	0	-0.0104646	1.79659	0	0	0.0341425	0.904833	0	19.9659	13.185	6.7658	1.1159e-11	61.1773	374.046	379.113	0	0	0	0	0	0	1.82211	13.0712	0	0	0	0	17.3858	91.1813	61.0208	49.7419	51.0224	51.0224	-0.0447679	0.0186696	20.1373	23.3779	45.9813	23.9819	850	850	0	3.19981	0.0198733	1.41788	0	714.326	0.0633354	0	5.9984	0	0.244463	0	24913.4	5.5e+07	5.99462e+06	5.5e+07	5.13944	0.0237683	0	0	0	0	0	3.41322	43.2981	62.6946	1443.29	585.833	573.02	0	18.8823	5.51518	4467.11	30.9795	88.3302	0	56.0016	14.9984	14.9777	0.000809191	0	29.0343	0	5.04517	0	1.62131	0	30.9814	0	0.0017754	0.00567764	0.499069	4.37027e-07	0.0613349	0	0.00193574	0.189845	10.9505	0	1769.99	0	0	0	15.8451	1.60005	36.014	0	0.156762	493575	0.156762	0.0017754	20	20.024	19.9863	26.741	0.000644221	0	190	43	0	0.00958254	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00766136	11.1308	96.9494	0	0	0	0.00170102	8.894	0.005996	0	325.508	0	0	-4.51515e-07	30.0211	0.0118542	0	20.9586	1332.47	1340.72	62.2889	217.526	198.012	0.0175258	0	2719.98	0.0299661	0.000111266	1.33302e-05	44.0224	47.9776	0	0.322779	2779.98	320.022	14.0036	3402.91	52.69	32.9961	36.7039	0	
0.024	13.0014	43	0.399157	0.00258172	4.93785e+07	0	151.348	0	0	40.9763	0	43.2	0.0550651	0	0	0	0	-0.0114315	1.79634	0	0	0.0365808	0.905908	0	19.9634	13.184	6.72263	1.57118e-11	60.9805	374.028	379.114	0	0	0	0	0	0	1.82369	13.492	0	0	0	0	17.3848	91.3349	61.0222	49.323	51.024	51.024	-0.0479656	0.0186172	20.0105	23.4689	45.9814	23.981	850	850	0	3.1998	0.0211432	1.41561	0	714.402	0.0623685	0	5.99828	0	0.244072	0	24914.4	5.5e+07	5.12563e+06	5.5e+07	5.16389	0.0254572	0	0	0	0	0	3.654	43.2981	65.002	1440.98	585.81	572.103	0	19.2736	5.09732	4467.14	30.9781	88.3324	0	56.0017	14.9983	14.9761	0.000807229	0	29.0296	0	5.04842	0	1.63786	0	30.9801	0	0.00203161	0.00650415	0.534067	5.01681e-07	0.060368	0	0.0019347	0.191254	10.9182	0	1769.98	0	0	0	15.8628	1.60149	36.015	0	0.167294	502458	0.167294	0.00203161	20	20.0258	19.9854	26.3216	0.000659187	0	190	43	0	0.00976858	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00713554	11.5335	96.8126	0	0	0	0.0018225	8.89644	0.00356158	0	325.603	0	0	-5.1833e-07	30.0226	0.0127013	0	20.9556	1332.46	1340.3	62.711	217.535	198.014	0.0186558	0	2719.98	0.0315612	0.000111305	1.63499e-05	44.0239	47.9761	0	0.345187	2779.98	320.024	14.0035	3397.47	52.7112	32.9958	36.7042	0	
0.0256	13.0015	43	0.397128	0.00288145	5.0113e+07	0	151.107	0	0	40.9747	0	43.2	0.0550033	0	0	0	0	-0.0123971	1.7961	0	0	0.039019	0.906981	0	19.961	13.1829	6.67975	2.16411e-11	60.7843	374.01	379.116	0	0	0	0	0	0	1.82527	13.8779	0	0	0	0	17.3838	91.4882	61.0237	48.939	51.0256	51.0256	-0.0511633	0.0185662	19.8845	23.5589	45.9814	23.9802	850	850	0	3.19979	0.0223972	1.41335	0	714.478	0.0614029	0	5.99817	0	0.243682	0	24915.4	5.5e+07	4.38356e+06	5.5e+07	5.18829	0.0271449	0	0	0	0	0	3.8944	43.298	67.3058	1438.67	585.786	571.189	0	19.6295	4.71338	4467.16	30.9766	88.3345	0	56.0018	14.9982	14.9745	0.000805272	0	29.0249	0	5.05167	0	1.65502	0	30.9788	0	0.00230418	0.00738664	0.569042	5.70792e-07	0.0594024	0	0.00193366	0.192662	10.886	0	1769.98	0	0	0	15.8804	1.60292	36.016	0	0.177739	510055	0.177739	0.00230418	20	20.0276	19.9844	25.9371	0.000672177	0	190.001	43	0	0.0099271	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00664578	11.9007	96.6765	0	0	0	0.00194398	8.89788	0.00211523	0	325.699	0	0	-5.89755e-07	30.0241	0.0135484	0	20.9527	1332.46	1339.91	63.0982	217.545	198.015	0.019772	0	2719.97	0.0331562	0.000111344	1.97875e-05	44.0255	47.9745	0	0.367514	2779.97	320.026	14.0035	3392.04	52.7324	32.9956	36.7044	0	
0.0272	13.0016	43	0.395103	0.0031918	5.07403e+07	0	150.867	0	0	40.9732	0	43.2	0.0549416	0	0	0	0	-0.0133614	1.79585	0	0	0.0414572	0.908052	0	19.9585	13.1819	6.63713	2.92375e-11	60.5887	373.991	379.117	0	0	0	0	0	0	1.82685	14.2321	0	0	0	0	17.3828	91.6413	61.0252	48.5865	51.0272	51.0272	-0.054361	0.0185159	19.7593	23.648	45.9815	23.9795	850	850	0	3.19978	0.023636	1.41109	0	714.554	0.0604386	0	5.99806	0	0.243292	0	24916.3	5.5e+07	3.74974e+06	5.5e+07	5.21263	0.0288314	0	0	0	0	0	4.13441	43.298	69.6058	1436.37	585.76	570.276	0	19.9532	4.36046	4467.19	30.9751	88.3366	0	56.0019	14.9981	14.9729	0.000803321	0	29.0202	0	5.05493	0	1.67275	0	30.9774	0	0.00259295	0.00832507	0.603992	6.44359e-07	0.0584379	0	0.00193261	0.194069	10.8539	0	1769.98	0	0	0	15.8979	1.60435	36.017	0	0.1881	516554	0.1881	0.00259295	20	20.0295	19.9834	25.5843	0.00068345	0	190.001	43	0	0.0100618	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00618981	12.2356	96.5413	0	0	0	0.00206546	8.89874	0.00125604	0	325.795	0	0	-6.6579e-07	30.0256	0.0143956	0	20.9497	1332.45	1339.55	63.4537	217.554	198.016	0.0208746	0	2719.97	0.034751	0.000111383	2.36684e-05	44.0271	47.9729	0	0.389759	2779.97	320.027	14.0034	3386.62	52.7536	32.9953	36.7047	0	
0.0288	13.0016	43	0.393082	0.00351208	5.12762e+07	0	150.628	0	0	40.9716	0	43.2	0.0548799	0	0	0	0	-0.0143246	1.79561	0	0	0.0438953	0.909122	0	19.9561	13.1808	6.59479	3.88295e-11	60.3938	373.973	379.119	0	0	0	0	0	0	1.82843	14.5576	0	0	0	0	17.3817	91.7942	61.0267	48.2628	51.0288	51.0288	-0.0575587	0.0184659	19.635	23.7362	45.9815	23.9788	850	850	0	3.19977	0.0248602	1.40884	0	714.63	0.0594754	0	5.99794	0	0.242903	0	24917.3	5.5e+07	3.20826e+06	5.5e+07	5.23692	0.0305168	0	0	0	0	0	4.37403	43.298	71.9021	1434.07	585.733	569.364	0	20.2477	4.03587	4467.21	30.9737	88.3388	0	56.0021	14.9979	14.9713	0.000801374	0	29.0155	0	5.0582	0	1.69099	0	30.9761	0	0.00289775	0.0093194	0.638917	7.22382e-07	0.0574747	0	0.00193156	0.195476	10.8219	0	1769.98	0	0	0	15.9154	1.60578	36.018	0	0.198376	522115	0.198376	0.00289775	20	20.0313	19.9825	25.2603	0.00069323	0	190.001	43	0	0.0101758	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00576538	12.5413	96.4067	0	0	0	0.00218693	8.89925	0.000745737	0	325.892	0	0	-7.46434e-07	30.0271	0.0152428	0	20.9467	1332.44	1339.23	63.7804	217.564	198.018	0.021964	0	2719.97	0.0363457	0.000111421	2.80175e-05	44.0287	47.9713	0	0.411924	2779.97	320.029	14.0033	3381.21	52.7747	32.995	36.705	0	
0.0304	13.0017	43	0.391064	0.00384168	5.17342e+07	0	150.388	0	0	40.97	0	43.2	0.0548183	0	0	0	0	-0.0152865	1.79537	0	0	0.0463333	0.91019	0	19.9537	13.1798	6.55272	5.07861e-11	60.1995	373.955	379.12	0	0	0	0	0	0	1.83001	14.857	0	0	0	0	17.3807	91.9468	61.0282	47.9651	51.0304	51.0304	-0.0607565	0.018416	19.5114	23.8234	45.9816	23.9782	850	850	0	3.19975	0.0260702	1.40658	0	714.705	0.0585135	0	5.99783	0	0.242515	0	24918.3	5.5e+07	2.74556e+06	5.5e+07	5.26115	0.0322009	0	0	0	0	0	4.61328	43.2979	74.1948	1431.78	585.705	568.454	0	20.5157	3.73714	4467.23	30.9722	88.3409	0	56.0022	14.9978	14.9697	0.000799431	0	29.0108	0	5.06147	0	1.70969	0	30.9748	0	0.00321843	0.0103696	0.673814	8.04861e-07	0.0565127	0	0.0019305	0.196881	10.79	0	1769.98	0	0	0	15.9329	1.60721	36.019	0	0.208569	526873	0.208569	0.00321843	20	20.0332	19.9815	24.9624	0.000701711	0	190.001	43	0	0.0102719	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00537031	12.8204	96.2729	0	0	0	0.0023084	8.89956	0.00044269	0	325.988	0	0	-8.31689e-07	30.0287	0.01609	0	20.9438	1332.43	1338.92	64.0811	217.573	198.019	0.0230405	0	2719.97	0.0379402	0.00011146	3.28597e-05	44.0303	47.9697	0	0.43401	2779.97	320.03	14.0033	3375.8	52.7957	32.9947	36.7053	0	
0.032	13.0018	43	0.38905	0.00418001	5.21256e+07	0	150.15	0	0	40.9684	0	43.2	0.0547568	0	0	0	0	-0.0162471	1.79512	0	0	0.0487713	0.911256	0	19.9512	13.1787	6.51092	6.5519e-11	60.0058	373.937	379.122	0	0	0	0	0	0	1.83159	15.1327	0	0	0	0	17.3797	92.0992	61.0297	47.6911	51.032	51.032	-0.0639542	0.0183663	19.3886	23.9097	45.9816	23.9776	850	850	0	3.19974	0.0272665	1.40433	0	714.78	0.0575529	0	5.99771	0	0.242128	0	24919.2	5.5e+07	2.3501e+06	5.5e+07	5.28533	0.0338839	0	0	0	0	0	4.85213	43.2979	76.4838	1429.49	585.675	567.545	0	20.7596	3.46201	4467.26	30.9707	88.343	0	56.0023	14.9977	14.9681	0.000797494	0	29.0062	0	5.06474	0	1.72882	0	30.9735	0	0.00355482	0.0114756	0.708682	8.91794e-07	0.055552	0	0.00192944	0.198285	10.7583	0	1769.98	0	0	0	15.9503	1.60864	36.02	0	0.218678	530947	0.218678	0.00355482	20	20.0351	19.9806	24.6882	0.000709065	0	190.001	43	0	0.0103526	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00500257	13.0754	96.1397	0	0	0	0.00242987	8.89974	0.000262753	0	326.084	0	0	-9.21554e-07	30.0302	0.0169372	0	20.9408	1332.42	1338.65	64.3581	217.583	198.021	0.0241045	0	2719.97	0.0395346	0.000111498	3.82195e-05	44.0319	47.9681	0	0.456018	2779.97	320.032	14.0032	3370.4	52.8167	32.9945	36.7055	0	
0.0336	13.0019	43	0.387039	0.00452653	5.24602e+07	0	149.911	0	0	40.9668	0	43.2	0.0546953	0	0	0	0	-0.0172065	1.79488	0	0	0.0512092	0.912321	0	19.9488	13.1777	6.46938	8.34848e-11	59.8127	373.919	379.123	0	0	0	0	0	0	1.83317	15.3868	0	0	0	0	17.3787	92.2514	61.0311	47.4387	51.0336	51.0336	-0.0671519	0.0183167	19.2666	23.9951	45.9817	23.9771	850	850	0	3.19973	0.0284495	1.40209	0	714.855	0.0565935	0	5.9976	0	0.241741	0	24920.2	5.5e+07	2.01202e+06	5.5e+07	5.30945	0.0355657	0	0	0	0	0	5.09061	43.2979	78.7692	1427.2	585.643	566.638	0	20.9815	3.20843	4467.28	30.9693	88.3451	0	56.0024	14.9976	14.9666	0.000795562	0	29.0015	0	5.06802	0	1.74834	0	30.9721	0	0.00390677	0.0126374	0.743521	9.83181e-07	0.0545925	0	0.00192838	0.199688	10.7266	0	1769.98	0	0	0	15.9677	1.61007	36.021	0	0.228704	534435	0.228704	0.00390677	20	20.037	19.9796	24.4357	0.000715439	0	190.001	43	0	0.0104198	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00466021	13.3083	96.0071	0	0	0	0.00255134	8.89984	0.000155929	0	326.179	0	0	-1.01603e-06	30.0317	0.0177845	0	20.9378	1332.41	1338.39	64.6134	217.592	198.022	0.0251561	0	2719.97	0.0411289	0.000111537	4.41209e-05	44.0335	47.9665	0	0.477948	2779.97	320.034	14.0031	3365.01	52.8376	32.9942	36.7058	0	
